invoiceno,customer_id,transaction_time,country,transaction_amount,total_quantity,unique_products,line_count,is_return,transaction_hour,is_night_transaction,is_unknown_customer,customer_avg_amount,customer_std_amount,customer_transaction_count,previous_transaction_time,minutes_since_previous_transaction,high_amount_flag,high_quantity_flag,rapid_transaction_flag,amount_deviation_flag,risk_score,risk_level,is_suspicious,risk_reason
546829,14840.0,2011-03-17 12:00:00,United Kingdom,62.85,31,4,4,0,12,0,0,62.85,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
539098,14841.0,2010-12-16 10:28:00,United Kingdom,395.16,274,19,19,0,10,0,0,549.2933333333334,151.4521613799772,6,,999999.0,0,0,0,0,0,low,0,no major risk indicator
544839,14841.0,2011-02-24 10:50:00,United Kingdom,596.79,355,32,32,0,10,0,0,549.2933333333334,151.4521613799772,6,2010-12-16 10:28:00,100822.0,0,0,0,0,0,low,0,no major risk indicator
546246,14841.0,2011-03-10 13:28:00,United Kingdom,789.9,322,30,30,0,13,0,0,549.2933333333334,151.4521613799772,6,2011-02-24 10:50:00,20318.0,0,0,0,0,0,low,0,no major risk indicator
556629,14841.0,2011-06-13 14:55:00,United Kingdom,593.72,284,25,25,0,14,0,0,549.2933333333334,151.4521613799772,6,2011-03-10 13:28:00,136887.0,0,0,0,0,0,low,0,no major risk indicator
570505,14841.0,2011-10-11 09:41:00,United Kingdom,379.79,263,15,15,0,9,0,0,549.2933333333334,151.4521613799772,6,2011-06-13 14:55:00,172486.0,0,0,0,0,0,low,0,no major risk indicator
571497,14841.0,2011-10-17 15:03:00,United Kingdom,540.4,280,17,17,0,15,0,0,549.2933333333334,151.4521613799772,6,2011-10-11 09:41:00,8962.0,0,0,0,0,0,low,0,no major risk indicator
543253,14842.0,2011-02-04 15:32:00,United Kingdom,310.0,5,2,2,0,15,0,0,399.0725,494.21116639839005,8,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C543632,14842.0,2011-02-10 16:22:00,United Kingdom,295.0,1,1,1,1,16,0,0,399.0725,494.21116639839005,8,2011-02-04 15:32:00,8690.0,0,0,0,0,0,low,0,no major risk indicator
555158,14842.0,2011-06-01 08:38:00,United Kingdom,1378.48,628,76,76,0,8,0,0,399.0725,494.21116639839005,8,2011-02-10 16:22:00,159376.0,0,0,0,0,0,low,0,no major risk indicator
C555885,14842.0,2011-06-07 15:50:00,United Kingdom,12.25,2,2,2,1,15,0,0,399.0725,494.21116639839005,8,2011-06-01 08:38:00,9072.0,0,0,0,0,0,low,0,no major risk indicator
565598,14842.0,2011-09-05 14:30:00,United Kingdom,213.04000000000002,78,12,12,0,14,0,0,399.0725,494.21116639839005,8,2011-06-07 15:50:00,129520.0,0,0,0,0,0,low,0,no major risk indicator
C566999,14842.0,2011-09-16 11:14:00,United Kingdom,9.9,2,1,1,1,11,0,0,399.0725,494.21116639839005,8,2011-09-05 14:30:00,15644.0,0,0,0,0,0,low,0,no major risk indicator
573020,14842.0,2011-10-27 12:37:00,United Kingdom,923.17,455,55,55,0,12,0,0,399.0725,494.21116639839005,8,2011-09-16 11:14:00,59123.0,0,0,0,0,0,low,0,no major risk indicator
C574493,14842.0,2011-11-04 13:09:00,United Kingdom,50.74,15,9,9,1,13,0,0,399.0725,494.21116639839005,8,2011-10-27 12:37:00,11552.0,0,0,0,0,0,low,0,no major risk indicator
549831,14844.0,2011-04-12 13:10:00,United Kingdom,874.5500000000001,582,40,40,0,13,0,0,797.4525,125.8873428572812,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
556960,14844.0,2011-06-16 09:28:00,United Kingdom,668.8,354,26,26,0,9,0,0,797.4525,125.8873428572812,4,2011-04-12 13:10:00,93378.0,0,0,0,0,0,low,0,no major risk indicator
562652,14844.0,2011-08-08 13:34:00,United Kingdom,714.33,365,21,21,0,13,0,0,797.4525,125.8873428572812,4,2011-06-16 09:28:00,76566.0,0,0,0,0,0,low,0,no major risk indicator
570027,14844.0,2011-10-07 10:41:00,United Kingdom,932.13,532,43,43,0,10,0,0,797.4525,125.8873428572812,4,2011-08-08 13:34:00,86227.0,0,0,0,0,0,low,0,no major risk indicator
559951,14847.0,2011-07-14 10:52:00,United Kingdom,309.4,120,13,13,0,10,0,0,309.4,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
536460,14849.0,2010-12-01 12:22:00,United Kingdom,295.54,158,14,14,0,12,0,0,284.1714285714286,231.7211591980884,28,,999999.0,0,0,0,0,0,low,0,no major risk indicator
536463,14849.0,2010-12-01 12:22:00,United Kingdom,17.4,12,1,1,0,12,0,0,284.1714285714286,231.7211591980884,28,2010-12-01 12:22:00,0.0,0,0,1,0,25,medium,0,rapid repeat transaction
536466,14849.0,2010-12-01 12:23:00,United Kingdom,42.9,18,2,2,0,12,0,0,284.1714285714286,231.7211591980884,28,2010-12-01 12:22:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
539142,14849.0,2010-12-16 11:35:00,United Kingdom,164.6,107,8,8,0,11,0,0,284.1714285714286,231.7211591980884,28,2010-12-01 12:23:00,21552.0,0,0,0,0,0,low,0,no major risk indicator
539143,14849.0,2010-12-16 11:35:00,United Kingdom,46.45,11,3,3,0,11,0,0,284.1714285714286,231.7211591980884,28,2010-12-16 11:35:00,0.0,0,0,1,0,25,medium,0,rapid repeat transaction
542087,14849.0,2011-01-25 12:35:00,United Kingdom,459.84000000000003,316,23,23,0,12,0,0,284.1714285714286,231.7211591980884,28,2010-12-16 11:35:00,57660.0,0,0,0,0,0,low,0,no major risk indicator
C542263,14849.0,2011-01-26 17:16:00,United Kingdom,2.95,1,1,1,1,17,0,0,284.1714285714286,231.7211591980884,28,2011-01-25 12:35:00,1721.0,0,0,0,0,0,low,0,no major risk indicator
543987,14849.0,2011-02-15 09:49:00,United Kingdom,383.59999999999997,147,9,9,0,9,0,0,284.1714285714286,231.7211591980884,28,2011-01-26 17:16:00,28353.0,0,0,0,0,0,low,0,no major risk indicator
543988,14849.0,2011-02-15 09:50:00,United Kingdom,17.700000000000003,6,1,1,0,9,0,0,284.1714285714286,231.7211591980884,28,2011-02-15 09:49:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
548916,14849.0,2011-04-05 10:07:00,United Kingdom,422.34000000000003,377,26,26,0,10,0,0,284.1714285714286,231.7211591980884,28,2011-02-15 09:50:00,70577.0,0,0,0,0,0,low,0,no major risk indicator
552614,14849.0,2011-05-10 12:51:00,United Kingdom,562.54,387,31,31,0,12,0,0,284.1714285714286,231.7211591980884,28,2011-04-05 10:07:00,50564.0,0,0,0,0,0,low,0,no major risk indicator
C553534,14849.0,2011-05-17 15:15:00,United Kingdom,3.75,1,1,1,1,15,0,0,284.1714285714286,231.7211591980884,28,2011-05-10 12:51:00,10224.0,0,0,0,0,0,low,0,no major risk indicator
557117,14849.0,2011-06-16 17:04:00,United Kingdom,620.58,573,30,30,0,17,0,0,284.1714285714286,231.7211591980884,28,2011-05-17 15:15:00,43309.0,0,0,0,0,0,low,0,no major risk indicator
557118,14849.0,2011-06-16 17:05:00,United Kingdom,364.16,254,24,24,0,17,0,0,284.1714285714286,231.7211591980884,28,2011-06-16 17:04:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
560918,14849.0,2011-07-21 18:27:00,United Kingdom,813.89,567,42,42,0,18,0,0,284.1714285714286,231.7211591980884,28,2011-06-16 17:05:00,50482.0,0,0,0,0,0,low,0,no major risk indicator
563110,14849.0,2011-08-12 11:07:00,United Kingdom,509.08,407,25,25,0,11,0,0,284.1714285714286,231.7211591980884,28,2011-07-21 18:27:00,31240.0,0,0,0,0,0,low,0,no major risk indicator
563112,14849.0,2011-08-12 11:09:00,United Kingdom,304.63,284,20,20,0,11,0,0,284.1714285714286,231.7211591980884,28,2011-08-12 11:07:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
565610,14849.0,2011-09-05 14:56:00,United Kingdom,357.34,226,18,18,0,14,0,0,284.1714285714286,231.7211591980884,28,2011-08-12 11:09:00,34787.0,0,0,0,0,0,low,0,no major risk indicator
565611,14849.0,2011-09-05 14:57:00,United Kingdom,401.94,238,15,15,0,14,0,0,284.1714285714286,231.7211591980884,28,2011-09-05 14:56:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
569766,14849.0,2011-10-06 11:24:00,United Kingdom,393.57,370,20,20,0,11,0,0,284.1714285714286,231.7211591980884,28,2011-09-05 14:57:00,44427.0,0,0,0,0,0,low,0,no major risk indicator
569767,14849.0,2011-10-06 11:24:00,United Kingdom,391.78000000000003,235,23,23,0,11,0,0,284.1714285714286,231.7211591980884,28,2011-10-06 11:24:00,0.0,0,0,1,0,25,medium,0,rapid repeat transaction
C570996,14849.0,2011-10-13 12:02:00,United Kingdom,19.56,36,2,2,1,12,0,0,284.1714285714286,231.7211591980884,28,2011-10-06 11:24:00,10118.0,0,0,0,0,0,low,0,no major risk indicator
574239,14849.0,2011-11-03 12:43:00,United Kingdom,467.86,297,18,18,0,12,0,0,284.1714285714286,231.7211591980884,28,2011-10-13 12:02:00,30281.0,0,0,0,0,0,low,0,no major risk indicator
574241,14849.0,2011-11-03 12:46:00,United Kingdom,10.08,24,1,1,0,12,0,0,284.1714285714286,231.7211591980884,28,2011-11-03 12:43:00,3.0,0,0,1,0,25,medium,0,rapid repeat transaction
574245,14849.0,2011-11-03 12:47:00,United Kingdom,34.8,24,2,2,0,12,0,0,284.1714285714286,231.7211591980884,28,2011-11-03 12:46:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
574246,14849.0,2011-11-03 12:49:00,United Kingdom,45.0,12,1,1,0,12,0,0,284.1714285714286,231.7211591980884,28,2011-11-03 12:47:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
577173,14849.0,2011-11-18 10:57:00,United Kingdom,579.86,488,20,20,0,10,0,0,284.1714285714286,231.7211591980884,28,2011-11-03 12:49:00,21488.0,0,0,0,0,0,low,0,no major risk indicator
577175,14849.0,2011-11-18 10:58:00,United Kingdom,223.06,156,11,11,0,10,0,0,284.1714285714286,231.7211591980884,28,2011-11-18 10:57:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
C537444,14850.0,2010-12-07 08:42:00,United Kingdom,47.6,8,1,1,1,8,0,0,186.675,196.6817511870382,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
542812,14850.0,2011-02-01 11:21:00,United Kingdom,325.75,293,21,21,0,11,0,0,186.675,196.6817511870382,2,2010-12-07 08:42:00,80799.0,0,0,0,0,0,low,0,no major risk indicator
547945,14851.0,2011-03-28 14:59:00,United Kingdom,206.13,139,14,14,0,14,0,0,255.675,70.06721094777501,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
576809,14851.0,2011-11-16 14:20:00,United Kingdom,305.22,186,14,14,0,14,0,0,255.675,70.06721094777501,2,2011-03-28 14:59:00,335481.0,0,0,0,0,0,low,0,no major risk indicator
548650,14852.0,2011-04-01 13:22:00,United Kingdom,490.4,368,24,24,0,13,0,0,472.7816666666667,173.47548661602497,6,,999999.0,0,0,0,0,0,low,0,no major risk indicator
556814,14852.0,2011-06-15 08:34:00,United Kingdom,153.24,34,9,9,0,8,0,0,472.7816666666667,173.47548661602497,6,2011-04-01 13:22:00,107712.0,0,0,0,0,0,low,0,no major risk indicator
556815,14852.0,2011-06-15 08:36:00,United Kingdom,564.61,345,25,25,0,8,0,0,472.7816666666667,173.47548661602497,6,2011-06-15 08:34:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
560928,14852.0,2011-07-22 10:00:00,United Kingdom,425.96,266,21,21,0,10,0,0,472.7816666666667,173.47548661602497,6,2011-06-15 08:36:00,53364.0,0,0,0,0,0,low,0,no major risk indicator
565439,14852.0,2011-09-04 13:56:00,United Kingdom,554.21,377,29,29,0,13,0,0,472.7816666666667,173.47548661602497,6,2011-07-22 10:00:00,63596.0,0,0,0,0,0,low,0,no major risk indicator
570830,14852.0,2011-10-12 13:20:00,United Kingdom,648.27,357,35,35,0,13,0,0,472.7816666666667,173.47548661602497,6,2011-09-04 13:56:00,54684.0,0,0,0,0,0,low,0,no major risk indicator
552988,14853.0,2011-05-12 15:17:00,United Kingdom,214.5,34,3,3,0,15,0,0,162.85,132.0797770288851,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
576616,14853.0,2011-11-15 16:56:00,United Kingdom,261.3,48,6,6,0,16,0,0,162.85,132.0797770288851,3,2011-05-12 15:17:00,269379.0,0,0,0,0,0,low,0,no major risk indicator
C579933,14853.0,2011-12-01 09:44:00,United Kingdom,12.75,1,1,1,1,9,0,0,162.85,132.0797770288851,3,2011-11-15 16:56:00,22608.0,0,0,0,0,0,low,0,no major risk indicator
546223,14854.0,2011-03-10 12:22:00,United Kingdom,462.28000000000003,288,21,21,0,12,0,0,343.74625,250.39990848569184,8,,999999.0,0,0,0,0,0,low,0,no major risk indicator
548665,14854.0,2011-04-01 14:53:00,United Kingdom,193.08,100,7,7,0,14,0,0,343.74625,250.39990848569184,8,2011-03-10 12:22:00,31831.0,0,0,0,0,0,low,0,no major risk indicator
551085,14854.0,2011-04-26 12:29:00,United Kingdom,535.97,295,23,23,0,12,0,0,343.74625,250.39990848569184,8,2011-04-01 14:53:00,35856.0,0,0,0,0,0,low,0,no major risk indicator
557799,14854.0,2011-06-23 09:53:00,United Kingdom,707.05,591,44,44,0,9,0,0,343.74625,250.39990848569184,8,2011-04-26 12:29:00,83364.0,0,0,0,0,0,low,0,no major risk indicator
C558354,14854.0,2011-06-28 14:57:00,United Kingdom,9.94,10,4,4,1,14,0,0,343.74625,250.39990848569184,8,2011-06-23 09:53:00,7504.0,0,0,0,0,0,low,0,no major risk indicator
558356,14854.0,2011-06-28 14:58:00,United Kingdom,15.0,12,1,1,0,14,0,0,343.74625,250.39990848569184,8,2011-06-28 14:57:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
561814,14854.0,2011-07-29 15:40:00,United Kingdom,368.45,143,13,13,0,15,0,0,343.74625,250.39990848569184,8,2011-06-28 14:58:00,44682.0,0,0,0,0,0,low,0,no major risk indicator
567911,14854.0,2011-09-22 17:00:00,United Kingdom,458.2,391,17,17,0,17,0,0,343.74625,250.39990848569184,8,2011-07-29 15:40:00,79280.0,0,0,0,0,0,low,0,no major risk indicator
561603,14855.0,2011-07-28 12:06:00,United Kingdom,306.35,129,12,12,0,12,0,0,322.82500000000005,23.29916844009671,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
563175,14855.0,2011-08-12 14:02:00,United Kingdom,339.3,138,8,8,0,14,0,0,322.82500000000005,23.29916844009671,2,2011-07-28 12:06:00,21716.0,0,0,0,0,0,low,0,no major risk indicator
571123,14856.0,2011-10-14 09:35:00,United Kingdom,982.42,482,49,49,0,9,0,0,430.1766666666667,499.42345302692115,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
574281,14856.0,2011-11-03 14:47:00,United Kingdom,297.90999999999997,225,15,15,0,14,0,0,430.1766666666667,499.42345302692115,3,2011-10-14 09:35:00,29112.0,0,0,0,0,0,low,0,no major risk indicator
574283,14856.0,2011-11-03 14:53:00,United Kingdom,10.2,4,1,1,0,14,0,0,430.1766666666667,499.42345302692115,3,2011-11-03 14:47:00,6.0,0,0,1,0,25,medium,0,rapid repeat transaction
560049,14857.0,2011-07-14 15:03:00,United Kingdom,522.52,188,29,29,0,15,0,0,393.53000000000003,340.4157227567493,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C562122,14857.0,2011-08-02 17:18:00,United Kingdom,7.47,9,1,1,1,17,0,0,393.53000000000003,340.4157227567493,3,2011-07-14 15:03:00,27495.0,0,0,0,0,0,low,0,no major risk indicator
570501,14857.0,2011-10-11 09:23:00,United Kingdom,650.6,276,31,31,0,9,0,0,393.53000000000003,340.4157227567493,3,2011-08-02 17:18:00,100325.0,0,0,0,0,0,low,0,no major risk indicator
553873,14859.0,2011-05-19 14:42:00,United Kingdom,296.86,209,11,11,0,14,0,0,271.088,259.9241403179012,5,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C554343,14859.0,2011-05-23 17:43:00,United Kingdom,1.7,2,1,1,1,17,0,0,271.088,259.9241403179012,5,2011-05-19 14:42:00,5941.0,0,0,0,0,0,low,0,no major risk indicator
567476,14859.0,2011-09-20 13:19:00,United Kingdom,630.26,254,32,32,0,13,0,0,271.088,259.9241403179012,5,2011-05-23 17:43:00,172536.0,0,0,0,0,0,low,0,no major risk indicator
578854,14859.0,2011-11-27 11:15:00,United Kingdom,388.42,186,13,13,0,11,0,0,271.088,259.9241403179012,5,2011-09-20 13:19:00,97796.0,0,0,0,0,0,low,0,no major risk indicator
578857,14859.0,2011-11-27 11:18:00,United Kingdom,38.2,22,2,2,0,11,0,0,271.088,259.9241403179012,5,2011-11-27 11:15:00,3.0,0,0,1,0,25,medium,0,rapid repeat transaction
577537,14860.0,2011-11-20 14:17:00,United Kingdom,170.32,232,11,11,0,14,0,0,86.00999999999999,119.23234544367563,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C579934,14860.0,2011-12-01 09:44:00,United Kingdom,1.7,2,1,1,1,9,0,0,86.00999999999999,119.23234544367563,2,2011-11-20 14:17:00,15567.0,0,0,0,0,0,low,0,no major risk indicator
571662,14861.0,2011-10-18 12:54:00,United Kingdom,125.79,117,6,6,0,12,0,0,125.79,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
559979,14862.0,2011-07-14 11:20:00,United Kingdom,304.09999999999997,430,21,21,0,11,0,0,420.6,164.7558800164656,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
576098,14862.0,2011-11-14 10:01:00,United Kingdom,537.1,342,27,27,0,10,0,0,420.6,164.7558800164656,2,2011-07-14 11:20:00,177041.0,0,0,0,0,0,low,0,no major risk indicator
575673,14863.0,2011-11-10 15:04:00,United Kingdom,266.76,132,11,11,0,15,0,0,266.76,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
536838,14865.0,2010-12-02 18:23:00,United Kingdom,37.2,96,3,3,0,18,0,0,26.1,15.697770542341358,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
580361,14865.0,2011-12-02 16:25:00,United Kingdom,15.0,12,1,1,0,16,0,0,26.1,15.697770542341358,2,2010-12-02 18:23:00,525482.0,0,0,0,0,0,low,0,no major risk indicator
537836,14866.0,2010-12-08 14:58:00,United Kingdom,103.67999999999999,144,1,1,0,14,0,0,1121.7192307692308,1708.4804364427744,13,,999999.0,0,0,0,0,0,low,0,no major risk indicator
560868,14866.0,2011-07-21 14:14:00,United Kingdom,82.92,23,23,23,0,14,0,0,1121.7192307692308,1708.4804364427744,13,2010-12-08 14:58:00,323956.0,0,0,0,0,0,low,0,no major risk indicator
561368,14866.0,2011-07-26 16:00:00,United Kingdom,36.5,1,1,1,0,16,0,0,1121.7192307692308,1708.4804364427744,13,2011-07-21 14:14:00,7306.0,0,0,0,0,0,low,0,no major risk indicator
564629,14866.0,2011-08-26 11:48:00,United Kingdom,940.8,384,2,2,0,11,0,0,1121.7192307692308,1708.4804364427744,13,2011-07-26 16:00:00,44388.0,0,0,0,0,0,low,0,no major risk indicator
567385,14866.0,2011-09-20 10:27:00,United Kingdom,5639.52,2472,22,22,0,10,0,0,1121.7192307692308,1708.4804364427744,13,2011-08-26 11:48:00,35919.0,1,1,0,0,45,medium,0,unusually high amount; unusually high quantity
C568416,14866.0,2011-09-27 11:08:00,United Kingdom,192.45000000000002,183,4,4,1,11,0,0,1121.7192307692308,1708.4804364427744,13,2011-09-20 10:27:00,10121.0,0,0,0,0,0,low,0,no major risk indicator
570660,14866.0,2011-10-11 14:18:00,United Kingdom,3930.94,1570,21,21,0,14,0,0,1121.7192307692308,1708.4804364427744,13,2011-09-27 11:08:00,20350.0,0,0,0,0,0,low,0,no major risk indicator
572031,14866.0,2011-10-20 11:53:00,United Kingdom,294.72,312,3,3,0,11,0,0,1121.7192307692308,1708.4804364427744,13,2011-10-11 14:18:00,12815.0,0,0,0,0,0,low,0,no major risk indicator
572902,14866.0,2011-10-26 15:01:00,United Kingdom,679.56,600,5,5,0,15,0,0,1121.7192307692308,1708.4804364427744,13,2011-10-20 11:53:00,8828.0,0,0,0,0,0,low,0,no major risk indicator
573840,14866.0,2011-11-01 11:38:00,United Kingdom,772.44,396,5,5,0,11,0,0,1121.7192307692308,1708.4804364427744,13,2011-10-26 15:01:00,8437.0,0,0,0,0,0,low,0,no major risk indicator
573846,14866.0,2011-11-01 11:39:00,United Kingdom,1374.26,570,8,8,0,11,0,0,1121.7192307692308,1708.4804364427744,13,2011-11-01 11:38:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
578356,14866.0,2011-11-24 10:14:00,United Kingdom,197.28,132,3,3,0,10,0,0,1121.7192307692308,1708.4804364427744,13,2011-11-01 11:39:00,33035.0,0,0,0,0,0,low,0,no major risk indicator
579339,14866.0,2011-11-29 11:45:00,United Kingdom,337.28000000000003,148,5,5,0,11,0,0,1121.7192307692308,1708.4804364427744,13,2011-11-24 10:14:00,7291.0,0,0,0,0,0,low,0,no major risk indicator
C537320,14867.0,2010-12-06 11:47:00,United Kingdom,8.95,1,1,1,1,11,0,0,179.8075,151.2879830819355,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
540493,14867.0,2011-01-07 16:34:00,United Kingdom,300.74,118,15,15,0,16,0,0,179.8075,151.2879830819355,4,2010-12-06 11:47:00,46367.0,0,0,0,0,0,low,0,no major risk indicator
551876,14867.0,2011-05-05 08:18:00,United Kingdom,313.4,136,16,16,0,8,0,0,179.8075,151.2879830819355,4,2011-01-07 16:34:00,169424.0,0,0,0,0,0,low,0,no major risk indicator
555808,14867.0,2011-06-07 11:39:00,United Kingdom,96.14,74,5,5,0,11,0,0,179.8075,151.2879830819355,4,2011-05-05 08:18:00,47721.0,0,0,0,0,0,low,0,no major risk indicator
550778,14868.0,2011-04-20 13:36:00,United Kingdom,439.33,231,24,24,0,13,0,0,329.7266666666667,188.45446147544504,9,,999999.0,0,0,0,0,0,low,0,no major risk indicator
558647,14868.0,2011-07-01 10:39:00,United Kingdom,439.74,212,26,26,0,10,0,0,329.7266666666667,188.45446147544504,9,2011-04-20 13:36:00,103503.0,0,0,0,0,0,low,0,no major risk indicator
558653,14868.0,2011-07-01 10:40:00,United Kingdom,17.4,12,1,1,0,10,0,0,329.7266666666667,188.45446147544504,9,2011-07-01 10:39:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
563036,14868.0,2011-08-11 14:55:00,United Kingdom,400.6,234,21,21,0,14,0,0,329.7266666666667,188.45446147544504,9,2011-07-01 10:40:00,59295.0,0,0,0,0,0,low,0,no major risk indicator
568800,14868.0,2011-09-29 10:45:00,United Kingdom,337.70000000000005,182,15,15,0,10,0,0,329.7266666666667,188.45446147544504,9,2011-08-11 14:55:00,70310.0,0,0,0,0,0,low,0,no major risk indicator
574737,14868.0,2011-11-06 15:53:00,United Kingdom,558.59,259,27,27,0,15,0,0,329.7266666666667,188.45446147544504,9,2011-09-29 10:45:00,55028.0,0,0,0,0,0,low,0,no major risk indicator
C576231,14868.0,2011-11-14 13:24:00,United Kingdom,13.95,6,3,3,1,13,0,0,329.7266666666667,188.45446147544504,9,2011-11-06 15:53:00,11371.0,0,0,0,0,0,low,0,no major risk indicator
577333,14868.0,2011-11-18 14:40:00,United Kingdom,370.14,130,17,17,0,14,0,0,329.7266666666667,188.45446147544504,9,2011-11-14 13:24:00,5836.0,0,0,0,0,0,low,0,no major risk indicator
580963,14868.0,2011-12-06 14:49:00,United Kingdom,390.09000000000003,145,13,13,0,14,0,0,329.7266666666667,188.45446147544504,9,2011-11-18 14:40:00,25929.0,0,0,0,0,0,low,0,no major risk indicator
564747,14869.0,2011-08-28 16:09:00,United Kingdom,387.06,354,48,49,0,16,0,0,241.73333333333335,207.7753171898273,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
580044,14869.0,2011-12-01 12:36:00,United Kingdom,334.39,195,21,21,0,12,0,0,241.73333333333335,207.7753171898273,3,2011-08-28 16:09:00,136587.0,0,0,0,0,0,low,0,no major risk indicator
C580769,14869.0,2011-12-06 10:55:00,United Kingdom,3.75,1,1,1,1,10,0,0,241.73333333333335,207.7753171898273,3,2011-12-01 12:36:00,7099.0,0,0,0,0,0,low,0,no major risk indicator
547428,14870.0,2011-03-23 10:51:00,United Kingdom,327.25,119,13,13,0,10,0,0,327.25,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
538810,14871.0,2010-12-14 12:18:00,United Kingdom,120.95,33,21,21,0,12,0,0,125.32000000000001,27.88617220057282,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
548156,14871.0,2011-03-29 13:22:00,United Kingdom,108.2,38,20,20,0,13,0,0,125.32000000000001,27.88617220057282,4,2010-12-14 12:18:00,151264.0,0,0,0,0,0,low,0,no major risk indicator
556782,14871.0,2011-06-14 13:04:00,United Kingdom,106.15,38,17,17,0,13,0,0,125.32000000000001,27.88617220057282,4,2011-03-29 13:22:00,110862.0,0,0,0,0,0,low,0,no major risk indicator
580914,14871.0,2011-12-06 13:42:00,United Kingdom,165.98000000000002,70,34,35,0,13,0,0,125.32000000000001,27.88617220057282,4,2011-06-14 13:04:00,252038.0,0,0,0,0,0,low,0,no major risk indicator
553146,14873.0,2011-05-13 13:52:00,United Kingdom,519.68,168,28,28,0,13,0,0,519.68,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
547340,14875.0,2011-03-22 11:53:00,United Kingdom,362.0,100,5,5,0,11,0,0,296.38399999999996,476.7732742404926,5,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C547710,14875.0,2011-03-24 19:27:00,United Kingdom,3.9,2,1,1,1,19,0,0,296.38399999999996,476.7732742404926,5,2011-03-22 11:53:00,3334.0,0,0,0,0,0,low,0,no major risk indicator
C560904,14875.0,2011-07-21 17:51:00,United Kingdom,8.95,1,1,1,1,17,0,0,296.38399999999996,476.7732742404926,5,2011-03-24 19:27:00,171264.0,0,0,0,0,0,low,0,no major risk indicator
564305,14875.0,2011-08-24 12:20:00,United Kingdom,1103.32,458,42,42,0,12,0,0,296.38399999999996,476.7732742404926,5,2011-07-21 17:51:00,48629.0,0,0,0,0,0,low,0,no major risk indicator
C579748,14875.0,2011-11-30 14:41:00,United Kingdom,3.75,1,1,1,1,14,0,0,296.38399999999996,476.7732742404926,5,2011-08-24 12:20:00,141261.0,0,0,0,0,0,low,0,no major risk indicator
539201,14878.0,2010-12-16 12:11:00,United Kingdom,322.01,135,13,13,0,12,0,0,164.01,71.84512091993444,9,,999999.0,0,0,0,0,0,low,0,no major risk indicator
544448,14878.0,2011-02-20 12:01:00,United Kingdom,111.88,58,17,18,0,12,0,0,164.01,71.84512091993444,9,2010-12-16 12:11:00,95030.0,0,0,0,0,0,low,0,no major risk indicator
547866,14878.0,2011-03-27 13:21:00,United Kingdom,197.89,181,14,14,0,13,0,0,164.01,71.84512091993444,9,2011-02-20 12:01:00,50480.0,0,0,0,0,0,low,0,no major risk indicator
554082,14878.0,2011-05-22 11:49:00,United Kingdom,219.96,151,20,20,0,11,0,0,164.01,71.84512091993444,9,2011-03-27 13:21:00,80548.0,0,0,0,0,0,low,0,no major risk indicator
556468,14878.0,2011-06-12 11:26:00,United Kingdom,111.03,33,9,9,0,11,0,0,164.01,71.84512091993444,9,2011-05-22 11:49:00,30217.0,0,0,0,0,0,low,0,no major risk indicator
557266,14878.0,2011-06-19 11:14:00,United Kingdom,120.25,69,7,7,0,11,0,0,164.01,71.84512091993444,9,2011-06-12 11:26:00,10068.0,0,0,0,0,0,low,0,no major risk indicator
